program_id,name,description,tags_text
p_0134,"History of Rock, Part Two","This course, part 2 of a 2-course sequence, examines the history of rock, primarily as it unfolded in the United States, from the early 1970s to the early 1990s. This course covers the music of Led Zeppelin, the Allman Brothers, Carole King, Bob Marley, the Sex Pistols, Donna Summer, Michael Jackson",history of rock music history ordered pair Mainstreaming film guitar rockbox disco teen idol arts-and-humanities music-and-art
p_0135,Device-based Models with TensorFlow Lite,Bringing a machine learning model into the real world involves a lot more than just modeling. This Specialization will teach you how to navigate various deployment scenarios and use data more effectively to train your model.  This second course teaches you how to run your machine learning models in ,Deep Learning raspberry pi Android Development Tensorflow object detection mathematical optimization iOS Development demos mobile operating systems microcontroller computer-science software-development
p_0136,Wireshark for Basic Network Security Analysis,"In this 1-hour 30-minutes long project-based course, you will learn how to use Wireshark to capture the Network Traffic you need and analyze it securely. You will have a better understanding of encrypted and unencrypted traffic and how to differentiate between them. You will dig deeply into unencryp",https telnet key (cryptography) plaintext authentication Cryptography encryption domain name system password Wireshark information-technology security
p_0137,Setting Expectations & Assessing Performance Issues,"If you don�t know where you are going, any road will take you there. One of the most important roles of a manager is to ensure everyone knows the destination. The most effective managers set expectations and assess their employees� performance against those expectations, and take a coaching approach",Average mentorship performance leadership coaching employment Leadership and Management Human Resources process vision statement business leadership-and-management
p_0138,Tracking Student Growth using Google Slides,"By the end of this project, you will have created two graphs to track student growth. The first graph will allow students and teachers to track math computation growth through fact fluency practice. The second graph will allow students to track and celebrate their reading and sight word growth as th",project mine child Accounting project parent peering parenting personal advertisement graphs confidence social-sciences education
p_0139,The Teacher's Social and Emotional Learning,"Social and emotional learning, or SEL, programs have flourished in schools during the last decade.  While this growth has been impressive, inadequate attention has been paid to teachers� social and emotional learning.  In this course Dan Liston and Randy Testa introduce you to various rationales for",emotion teaching education educational psychology Child Psychology Special Education pedagogy Professional Development Emotional Intelligence mindfulness (psychology) social-sciences education
p_0140,Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies,"The path for entrepreneurs to grow their companies outside of well-developed entrepreneurial ecosystems like Silicon Valley is challenging. Most markets around the world do not look like Silicon Valley, and they never will. But there are other models to support new businesses. In transitioning marke",funds economy entrepreneurship ecosystem mentorship Entrepreneurship support group leverage (finance) leadership Venture Capital angel investor business entrepreneurship
p_0141,The fundamentals of hotel distribution,In today�s hotel sector an increasingly complex network of traditional and web based channels have to be managed to insure hotel success. Key questions include: how should you distribute over the web? What should you include on your brand.com website so people book through it?  How can you maximise ,Hotel Management revenue management distribution (business) Leadership and Management Studentized Residual Chi-Squared Distribution hospitality management revenue Marketing hotel business business-strategy
p_0142,Marketing in a Digital World,"This course examines how digital tools, such as the Internet, smartphones, and 3D printing, are revolutionizing the world of marketing by changing the roles and practices of both firms and consumers. Marketing in a Digital World is one of the most popular courses on Coursera with over 250,000 Learne",pricing Strategy digital strategy Marketing promotion (marketing) marketing strategy Digital Marketing product placement marketing mix market (economics) business marketing
p_0143,Bugs 101: Insect-Human Interactions,"Of all the animals on earth, which are the strongest for their size? What about the fastest? Who were the first animals to evolve flight? Insects take all of these titles and more! As the most abundant animals on the planet, insects and other arthropods affect our lives in so many ways. From benefic",butterfly biology veterinary ecosystem Entomology entomophagy agriculture plant insect flight animal life-sciences basic-science
p_0144,Analyze Website Visitors with Google Analytics Segments,In this project you will learn how to use segments in Google Analytics and how they provide a deeper analysis of your website visitors. You will learn how to set up and use segments. You will learn about system segments and custom segments. You will also learn how to import segments. You will unders,analysis PyTorch Segmentation Analysis google analytics market segmentation Benefits project mine analytics film project data-science data-analysis
p_0145,Scandinavian Film and Television,"In many ways Scandinavian film and television is a global cultural brand, connected with and exporting some of the cultural and social values connected to a liberal and progressive welfare society. This course deals with the social, institutional and cultural background of film and television in Sca",history Culture welfare state photography Cinematography film Drama Public Service Television Production art arts-and-humanities music-and-art
p_0146,Modern American Poetry,"Twelve experienced faculty members from across the United States present their analyses of ground-breaking modern American poets in richly illustrated video lectures.  The course highlights both major poets�from Walt Whitman and Emily Dickinson through T.S. Eliot, H.D., Amy Lowell, Hart Crane, Langs",film language defeatism art visual arts Poetry Writing Art History Human Learning history contemporary history arts-and-humanities music-and-art
p_0147,"Textual Elements of Design: Fonts, Typography, and Spacing","Graphic design is telling a story by using both images and text. With that definition in mind, this course will focus on the textual elements of graphic design. From the history of typography, the difference between type, fonts and text as well as exposure to typography spacing, students will learn ",Web Design html typography adobe illustrator adobe photoshop Brochure Design Video Production Graphic Design Video Editing Computer Graphics arts-and-humanities history
p_0148,Marketing Analytics Capstone Project,"This capstone project will give you an opportunity to apply what we have covered in the Foundations of Marketing Analytics specialization. By the end of this capstone project, you will have conducted exploratory data analysis, examined pairwise relationships among different variables, and developed ",Marketing regression validation project Market Analysis Accuracy And Precision evaluation Regression Logistic Regression Exploratory Data Analysis analytics business marketing
p_0149,"Musicianship: Tensions, Harmonic Function, and Modal Interchange","After a tremendous response from learners on Coursera, Berklee Online has created a Developing Your Musicianship specialization, and this course is the third course in the series. If you have a general understanding of music theory or if you have completed Developing Your Musicianship I and II, this",sleep mode harmony jazz Strategy chord euler's totient function piano Audio Recording ordered pair music arts-and-humanities music-and-art
p_0150,User Experience Responsive Hero in XD for Beginners,"In this 1-hour long project-based course, you will learn how to create custom content as well as resusable components for a responsive hero for a website design. There is also a UX use case in the recommended reading to understand the reason why we are creating the  User Interface (UI).   1. Create ",character (computing) experience asset login Steel Connection Design User Experience Print Shop project axosoft project mine computer-science design-and-product
p_0151,"Internet History, Technology, and Security","The impact of technology and networks on our lives, culture, and society continues to increase. The very fact that you can take this course from anywhere in the world requires a technological infrastructure that was designed, engineered, and built over the past sixty years. To function in an informa",web internet protocol internet security history internet architecture Cryptography internet architecture security Network Architecture computer-science computer-security-and-networks
p_0152,Securing Digital Democracy,"In this course, you'll learn what every citizen should know about the security risks--and future potential � of electronic voting and Internet voting. We'll take a look at the past, present, and future of election technologies and explore the various spaces intersected by voting, including computer ",computer access control elections Distributed Computing Architecture voting Software Testing usability wii menu terminal server security banner blindness computer-science computer-security-and-networks
p_0153,Guided Imagery,"In this course, you will learn how you can use imagery and imagery interventions to help with symptom management and healing, as well as to enhance overall health and wellbeing. You will experience a variety of imagery interventions and evaluate how they might be helpful in providing relief or enhan",functional medicine music meditation counseling psychology psychotherapy healing guided imagery patient hypnosis naturopathy life-sciences research
p_0154,Teach English Now! Capstone Project 1,"In the final Capstone Project, you will apply the skills you learned by observing teachers at work (a total of six hours of observation).  You will build on the concepts learned from the previous courses to analyze the lessons.  You will also submit your teaching philosophy, a five-day lesson plan, ",curiosity language english language lesson plan philosophy Writing education teaching Human Learning Planning social-sciences education
p_0155,Teach English Now! Capstone Project 1,"In the final Capstone Project, you will apply the skills you learned by observing teachers at work (a total of six hours of observation).  You will build on the concepts learned from the previous courses to analyze the lessons.  You will also submit your teaching philosophy, a five-day lesson plan, ",curiosity language english language lesson plan philosophy Writing education teaching Human Learning Planning social-sciences education
p_0156,Our Energy Future,"This course is designed to introduce students to the issues of energy in the 21st century � including food and fuels � which are inseparably linked � and will discuss energy production and utilization from the biology, engineering, economics, climate science, and social science perspectives.   This ",energy sustainability climate change Sustainable Energy wind energy synthetic biology Energy Policy biofuel renewable energy Energy Systems physical-science-and-engineering environmental-science-and-sustainability
p_0157,"Penetration Testing, Incident Response and Forensics","This course gives you the background needed to gain Cybersecurity skills as part of the Cybersecurity Security Analyst Professional Certificate program.   You will learn about the different phases of penetration testing, how to gather data for your penetration test and popular penetration testing to",incident management penetration test scripting language Python Programming Computer Security Incident Management Leadership and Management security Computer Programming digital forensics forensics information-technology security
p_0158,Building Resilient Streaming Analytics Systems on GCP,*Note: this is a new course with updated content from what you may have seen in the previous version of this Specialization.  Processing streaming data is becoming increasingly popular as streaming enables businesses to get real-time metrics on business operations. This course covers how to build st,Cloud Computing bigquery bigtable dataflow query optimization stream processing Google Cloud Platform streams mathematical optimization publish subscribe pattern information-technology cloud-computing
p_0159,Web Application Development with JavaScript and MongoDB,"In this course, you will develop more Advanced web application programming skills. You will learn how to control data read and write access using methods, publish and subscribe. You will learn how to access your database and server shells using command line tools. You will use the SimpleSchema syste",meteor html mongodb Databases Web Development web file system permissions web application user (computing) Javascript computer-science software-development
p_0160,Teaching Impacts of Technology: Global Society,"In this course you�ll focus on how technology-enabled communication is changing geopolitics and, more broadly, how technology is connecting our world and changing lives. This will be done through a series of paired teaching sections, exploring a specific �Impact of Computing� in your typical day and",BlockChain teaching internet metadata internet of things personal area network shutdown (computing) bitcoin wireless global social-sciences education
p_0161,Subsistence Marketplaces,"The foundation for this course lies with unique synergies between pioneering research, teaching, and social initiatives through the Subsistence Marketplaces Initiative. Unique to this approach is a bottom-up understanding of the intersection of poverty and the marketplace.  The goals of this course ",value proposition resource Sales project behavior i-deas Planning market (economics) evaluation Entrepreneurship business leadership-and-management
p_0162,Introduction to Game Design,"Welcome! This course is an introduction to the primary concepts of gaming, and an exploration of how these basic concepts affect the way gamers interact with our games. In this course you will understand what defines a �game� and the mechanics and rules behind different types of games. Through four ",software design description balance (game design) video game development gameplay documents game mechanics game design game testing video game design game design document arts-and-humanities music-and-art
p_0163,Business Process Management in Healthcare Organizations,"Have you ever needed to resolve a billing or other issue with a healthcare organization and thought that there must be a better, more efficient, and more customer-friendly way to operate such a business process?  For example, have you thought that there should be an easier way to read your bill or p",process Innovation Leadership and Management Business Process Management Healthcare Management process management p-rep business process electronics measurement life-sciences healthcare-management
p_0164,Career Planning:  A Pathway to Employment,This course is designed to foster creative approaches to launching a new career. You will articulate best ways to make a first impression and analyze your strengths by creating a personal statement.  You will identify appropriate elements to make your resume stand out from the crowd.  You will also ,employment LinkedIn experience elevator pitch r&d management promotion (marketing) interview Planning career Social Media personal-development personal-development
p_0165,Marketing Strategy for Entrepreneurs,"You live a hands-on-life, and you intend continuing doing so! That is why I guess you already have checked where the QR-code (the logo) for this course lead to, right?  And it is in such kind of setting you prefer hands-on-learning. Things you can do, already today, is something you value.   You act",market (economics) marketing strategy Writing Storytelling Entrepreneurship Sales mass marketing Digital Marketing Strategy Marketing business marketing
p_0166,"Sleep: Neurobiology, Medicine, and Society","The objective of this course is to give students the most up-to-date information on the biological, personal, and societal relevance of sleep. Personal relevance is emphasized by the fact that the single best predictor of daytime performance is the quality of the previous night's sleep. The brain ac",medicine sleep apnea sleep deprivation biology sleep (system call) neurobiology molecular biology sleep cognitive behavioral therapy for insomnia Sleep Medicine life-sciences basic-science
p_0167,Building Containerized Applications on AWS,"This course introduces you to container technologies and how they can be used to modernize your applications, as well as exploring how different AWS services can be used to manage and orchestrate those containers.  Container technologies have existed for years, and are still gaining popularity. Two ",Kubernetes microservices docker (software) subnetwork command-line interface node.js macro (computer science) service discovery virtual machine Operating Systems information-technology cloud-computing
p_0168,Engagement & Nurture Marketing Strategies,"In this third course in the Social Marketing Specialization - ""The Engagement & Nurture Marketing Strategies"" - you will learn two of the most effective social strategies used by organizations today. You'll see real-world best practice examples and learn what metrics they use to gauge success. You w",social media marketing media market marketing automation Social Media Strategy Digital Marketing Writing marketing strategy Marketing real-time marketing business marketing
p_0169,When Disaster Meets Conflict,"Disaster Risk Reduction and humanitarian aid in conflict settings  This MOOC teaches you to develop accountable, high-quality and ethical responses to disaster in conflict-affected areas. The E-course is meant primarily for practitioners, but also open to students or otherwise interested people. It ",analysis crisis management disasters disaster Defense Readiness Reporting System (DRRS) Disaster Response Experiene case study humanitarian interview emergency management arts-and-humanities philosophy
p_0170,Introduction to Git and GitHub,"In this course, you�ll learn how to keep track of the different versions of your code and configuration files using a popular version control system (VCS) called Git. We'll also go through how to setup an account with a service called GitHub so that you can create your very own remote repositories t",version control version control systems Python Programming Computer Programming software github code review Collaboration git (software) software versioning information-technology cloud-computing
p_0171,Palo Alto Networks Cybersecurity Essentials II,Palo Alto Networks Cybersecurity Essentials II  Course Description:  Essentials II provides the student with a full understanding of the fundamental tenants of cybersecurity and covers the general security concepts involved in maintaining a secure network computing environment. Students will fully l,Computer Security Incident Management indicator of compromise malware research Customer Support process malware enterprise private network security evaluation analysis information-technology security
p_0172,Introduction to the Internet of Things and Embedded Systems,"The explosive growth of the �Internet of Things� is changing our world and the rapid drop in price for typical IoT components is allowing people to innovate new designs and products at home. In this first class in the specialization you will learn the importance of IoT in society, the current compon",internet protocol microcontroller internet Operating Systems internet of things Wireshark communications protocol Embedded System Design arduino Systems Design computer-science software-development
p_0173,Using Python to Interact with the Operating System,"By the end of this course, you�ll be able to manipulate files and processes on your computer�s operating system. You�ll also have learned about regular expressions -- a very powerful tool for processing text files -- and you�ll get practice using the Linux command line on a virtual machine. And, thi",unix file system unit testing regular expression unix shells Computer Programming bash (unix shell) command-line interface test automation Python Programming information-technology support-and-operations
p_0174,Portfolio Optimization using Markowitz Model,"In this 1-hour long project-based course, you will learn how to optimize a two-asset portfolio at the optimum risk-to-return with finding the maximum Sharpe ratio. To achieve this, we will be working around the Sharpe ratios of two given assets, we will find the efficient frontier of these assets, a",Machine Learning Microsoft Excel securities research financial engineering portfolio optimization trading Finance asset mathematical optimization financial modeling business finance
p_0175,Securing and Integrating Components of your Application,"In this course, application developers learn how to design and develop cloud-native applications that seamlessly integrate managed services from Google Cloud. Through a combination of presentations, demos, and hands-on labs, participants learn how to apply best practices for application development ",authentication Google Cloud Platform publish subscribe pattern application programming interfaces identity management Cloud API Cloud Platforms federated identity euler's totient function Cloud Computing computer-science software-development
p_0176,Construction Finance,"The final course of the specialization expands the knowledge of a construction project manager to include an understanding of economics and the mathematics of money, an essential component of every construction project.  Topics covered include the time value of money, the definition and calculation ",real estate Lean Methods project Leadership and Management effective interest rate Risk Construction Management Finance Risk Management Project Management business business-strategy
p_0177,The Finite Element Method for Problems in Physics,"This course is an introduction to the finite element method as applicable to a range of problems in physics and engineering sciences. The treatment is mathematical, but only for the purpose of clarifying the formulation. The emphasis is on coding up the formulations in a modern, open-source environm",dimension (vector space) formulation computational fluid dynamics numerical analysis fluid mechanics Partial Differential Equations euler's totient function Differential Equations computational physics Basis Function physical-science-and-engineering mechanical-engineering
p_0178,Russian company law. Formation of legal entities.,"The present course gives an overview of Bases of  Russian company law. Formation of legal entitites. The course is directed to students of general educational institutions, Russian and foreign lawyers, heads of legal entities, financial directors, chief accountants, auditors, practicing in English, ",law partnership Finance Corporate Law personality Audit Administration Management international relations Russian Leadership and Management business leadership-and-management
p_0179,Forensic Accounting and Fraud Examination,"Everyday across the world, thousands of businesses are victimized by fraud.  Who commits these bad acts?  Why? And, how? In this course we are going to help you answer the questions: who commits fraud, why and how.  We�ll also help you develop skills for catching them.",Audit Accounting internal control internality forensics fraud deterrence analysis forensic accounting Fraud Detection Fraud Investigation business finance
p_0180,Data Analytics Foundations for Accountancy I,"Welcome to Data Analytics Foundations for Accountancy I! You�re joining thousands of learners currently enrolled in the course. I'm excited to have you in the class and look forward to your contributions to the learning community.  To begin, I recommend taking a few minutes to explore the course sit",Accounting Data Structures Histogram array data type Numpy Matplotlib Scikit-Learn Studentized Residual probability mass function Random Variable data-science data-analysis
p_0181,Complex Retrieval Queries in MySQL Workbench,"In this intermediate-level course you will use MySQL Workbench to expand your basic SQL query-writing skills with more complex examples and activities. In hands-on activities in MySQL Workbench, you will write and execute SQL queries that retrieve data from multiple tables. In addition, you will gen",relational database internet rounding mysql analysis associative entity Data Analysis database model nest interpretation information-technology data-management
p_0182,Standardisation & Technology,Welcome to the course standardisation and technology!   Do you already know what standards are? Could you image a world without standards? It is certainly not easy to visualize a world without standards and the huge importance of standards is often underestimated in our society. That is because such,ageing how we decide connected car privacy ethics opinion process Weighting standards organization voting business business-strategy
p_0183,Account Management & Sales Force Design,"The first course in the Sales Operations/Management Specialization, Account Management & Salesforce Design aims to introduce learners to a variety of sales methods. Students will gain knowledge on steps in strategic planning and sales management, responsibilities of a sales manager, kinds of sales o",sales management Customer Relationship Management Outside Sales Salesforce sales operations strategic planning Leadership and Management supply chain Sales Operations Management business leadership-and-management
p_0184,Business Implications of AI: A Nano-course,"In this course you will learn what Artificial Intelligence is, from a leaders point of view. How shall we, as leaders, understand it from a corporate strategy point of view? What is it and how can it be used? What are the crucial strategic decisions we have to make, and how to make them? What conseq",Strategy reason Average strategic management leadership project saving Machine Learning Sales thought business leadership-and-management
p_0185,Taxation of Business Entities II: Pass-Through Entities,"This course provides an introduction to the U.S. federal income taxation of pass-through business entities, including Subchapter S corporations, partnerships, and limited liability companies. The course focuses on the relevant provisions of Subchapters S and K of the Internal Revenue Code, as well a",partnership taxpayer partnership taxation revenue services limited liability Tax Returns income Accounting tax preparation Taxes business business-essentials
p_0186,Cancer Prevention Web-Based Activity,"This web-based video course focuses on the importance of prevention and risk reduction in decreasing cancer occurrences. All learners will need to watch the video modules, read associated articles, and achieve a passing score of 80% on quizzes in order to complete the course. After completing the co",breast Risk public health diet (nutrition) Strategy prevention Cancer risk assessment cancer prevention Medical Management life-sciences public-health
p_0187,Engineering Design Process with Autodesk Fusion 360,"This course provides a deeper exploration of mechanical assemblies and simulation, which are key engineering features of the design and manufacturing process. The foundation of engineering design is exploration and iteration. Design is rarely a perfectly linear and straightforward process. In this c",ansys Mechanical Design manufacturing process management industrial design simulation Mechanical Engineering Engineering Design computer-aided design process 3D Printing physical-science-and-engineering mechanical-engineering
p_0188,Genomics for Law,"Genomics for Law provides a unique framework to review the history and basics of genomics research as well as explore how genomics has, and will continue to, interact with the law.  Throughout this course you will explore the implications of genomics research on law, as well as law's influence and i",criminal investigation law biotechnology genomics informed consent crime intellectual intellectual property genetics dnas social-sciences law
p_0189,Master Class for Corporate Entrepreneurs,"The Master Class experience is designed to serve as the final project experience for the Corporate Entrepreneurship Specialization. Alternatively, professionals with experience in opportunity analysis, business modeling, and corporate finance are invited to complete the Master Class experience witho",active management corporate bond value proposition modeling organizing (management) Entrepreneurship Customer Relationship Management business case Strategy Innovation business entrepreneurship
p_0190,AWS Elastic Beanstalk:Deploy a Python(Flask) Web Application,"In this 1-hour long project-based course, you will learn how to create your Python web application & launch it on your own server using AWS Elastic Beanstalk technology. You will be using the Flask python framework to create your web application & AWS desktop management console to deploy the web app",Python Programming server log c dynamic memory allocation aws elastic beanstalk web Type I And Type Ii Errors file shortcut .properties project web application information-technology cloud-computing
p_0191,"Fundamentals of Business Finance, with Goldman Sachs 10,000 Women","This course is one of 10 courses available in the Goldman Sachs 10,000 Women collection, designed for entrepreneurs ready to take their business to the next level.  This course will introduce you to financial terminology, and explain why it is essential to use financial statements to understand and ",Cost Accounting Accounting Finance income financial ratio stock expense balance sheet asset liability management financial statement business entrepreneurship
p_0192,Data Science in Stratified Healthcare and Precision Medicine,"An increasing volume of data is becoming available in biomedicine and healthcare, from genomic data, to electronic patient records and data collected by wearable devices. Recent advances in data science are transforming the life sciences, leading to precision medicine and stratified healthcare.   In",medicine language Python Programming Computer Programming Machine Learning Human Learning Natural Language Processing analysis natural language Precision Medicine data-science data-analysis
p_0193,International Cyber Conflicts,"By nature, cyber conflicts are an international issue that span across nation-state borders. By the end of the course, you will be able to apply the knowledge gained for analysis and management of international cyber incidents and conflicts including for activities such as development of policy rela",espionage cybercrime law security cyberwarfare internet cyberterrorism international law confidence internet protocol computer-science computer-security-and-networks
p_0194,App Design and Development for iOS,"In App Design and Development for iOS, the third course of the iOS App Development with Swift specialization, you will be developing foundational programming skills to support graphical element presentation and data manipulation from basic functions through to Advanced processing. You will continue ",interactivity iOS Development persistent data structure Algorithms Human Computer Interaction Swift Programming navigation controls game design Application Design Mobile Development computer-science mobile-and-web-development
p_0195,Introduction to the Arctic: Climate,"The University of Alberta, the University of Tromso and the University of the Arctic invite you to explore this four week course that examines the environment and climate of the circumpolar North. This course is the result of an international collaboration and provides you with an insight into our p",ecosystem ecology animal migration Geology trapping Green Building climate change ecosystems carbon Greenhouse Gas physical-science-and-engineering environmental-science-and-sustainability
p_0196,Introduction to Programming with MATLAB,"This course teaches computer programming to those with little to no previous experience. It uses the programming system and language called MATLAB to do so because it is easy to learn, versatile and very useful for engineers and other professionals. MATLAB is a special-purpose language that is an ex",principle Matlab Programming Principles Problem Solving programming tool Computer Programming matrices computer program logic language computer-science software-development
p_0197,Pharmaceutical and Medical Device Innovations,This course in the Healthcare Marketplace specialization gives the learner an in-depth view of the intellectual property creation that is vital to creating breakthrough technologies.  Included is an understanding of the strategy deployed for pricing drugs and new technologies as well as the market s,medical device competitor analysis Marketing drug development pharmaceutical marketing global pharmaceutical industry Innovation market (economics) medical devices business finance
p_0198,Software Product Management Capstone,"In this six-week capstone course, you will gain practical management experience in a safe, simulated software production setting. You will apply Agile practices and techniques to conquer industry-inspired challenges. Interacting with a realistic client, you will discern what they want and express wh",Product Management Leadership and Management project scrum (software development) Project Management software software product management Software Engineering software project management Agile Software Development computer-science design-and-product
p_0199,Data-driven Astronomy,"Science is undergoing a data explosion, and astronomy is leading the way. Modern telescopes produce terabytes of data per observation, and the simulations required to model our observable Universe push supercomputers to their limits. To analyse this data scientists need to be able to think computati",Computer Programming Python Programming SQL astronomy Algorithms Data Analysis Machine Learning computational astronomy Human Learning analysis physical-science-and-engineering physics-and-astronomy
p_0200,Basics of Inclusive Design for Online Education,"This course provides instruction and strategies to support you in developing a course that is inclusive to students with a wide range of abilities, including students with disabilities. We cover effective practices to increase inclusion and avoid some of the common accessibility issues that can aris",creative writing educational psychology instructional design software design description graphs online learning portable document format education visual basic interfaces social-sciences education
p_0201,"Making Successful Decisions through the Strategy, Law & Ethics Model","Successful decision making is based on three key pillars:  strategy, law and ethics.  After taking this course you will be able to use a practical framework based on these three elements to make successful business, personal and leadership decisions.    This course opens with an example of a leaders",Product Development new product development trademarks Negotiation law labour law Decision Making Risk Management modeling intellectual property business business-essentials
p_0202,Achieving Advanced Insights with BigQuery,The third course in this specialization is Achieving Advanced Insights with BigQuery. Here we will build on your growing knowledge of SQL as we dive into Advanced functions and how to break apart a complex query into manageable steps.   We will cover the internal architecture of BigQuery (column-bas,Google Cloud Platform SQL aggregate function mathematical optimization scalability Cloud Computing bigquery query optimization Databases Cloud Platforms information-technology data-management
p_0203,Exploring Beethoven�s Piano Sonatas,"Our relationship to Beethoven is a deep and paradoxical one. For many musicians, he represents a kind of holy grail: His music has an intensity, rigor, and profundity which keep us in its thrall, and it is perhaps unequalled in the interpretive, technical, and even spiritual challenges it poses to p",future generation music Writing streaming media chord latex hold psychological effects piano deafness arts-and-humanities music-and-art
p_0204,Text Retrieval and Search Engines,"Recent years have seen a dramatic growth of natural language text data, including web pages, news articles, scientific literature, emails, enterprise documents, and social media such as blog articles, forum posts, product reviews, and tweets. Text data are unique in that they are usually generated d",document retrieval documents language web crawler recommender systems rankings information retrieval language model Vector Spaces text mining data-science data-analysis
p_0205,Build a Twitter Clone Backend,"In this 1-hour 30-minute long project-based course, you will learn how to set up a Node project and your development environment, create a basic express server and routes, set up a MongoDB Database and Mongoose models, and implement Twitter functionality (CRUDs).   By the end of this project, you wi",mongodb modeling php euler's totient function project brand-new front and back ends web cloning application programming interfaces computer-science mobile-and-web-development
p_0206,Introduction to Ableton Live,"The new version of Introduction to Ableton Live featuring Ableton Live 10 will launch on April 20!  In the past, Digital Audio Workstations (DAWs) were programs used only by audio engineers with a highly specific knowledge base, on machines inaccessible to most people. But over the past 10-15 years,",music Troubleshooting Video Editing saving piano guitar Sound Design ableton Poetry Writing electronic music arts-and-humanities music-and-art
p_0207,Introduction to Ableton Live,"The new version of Introduction to Ableton Live featuring Ableton Live 10 will launch on April 20!  In the past, Digital Audio Workstations (DAWs) were programs used only by audio engineers with a highly specific knowledge base, on machines inaccessible to most people. But over the past 10-15 years,",music Troubleshooting Video Editing saving piano guitar Sound Design ableton Poetry Writing electronic music arts-and-humanities music-and-art
p_0208,Environmental Management & Ethics,"Decision-makers often turn to scientists and engineers to assist them to navigate through complex environmental, health and societal challenges pervaded by systemic uncertainty, ambiguity and ethical implications.   This course prepares you to meet the requests and demands of current and future deci",environmental health Nanotechnology Environmental Protection environmental impact assessment Environmental Studies Geology sustainability Leadership and Management environmental economics ethics physical-science-and-engineering environmental-science-and-sustainability
p_0209,Create a Buy Signal using RSI in R with the Quantmod Package,"In this 1-hour long project-based course, you will learn how to pull down Stock Data using the R quantmod package.   You will also learn how to perform analytics and pass financial risk functions to the data.   Note: This course works best for learners who are based in the North America region. We�r",trading performance stock Algorithms rule-based system choice Standard Deviation technical analysis algorithmic trading Data Analysis data-science data-analysis
p_0210,Seeing Through Photographs,"Taking, sharing, and viewing photographs has become second nature for many of us. Given our near-constant engagement with images this course will help you dig into the meaning of pictures and reconsider photography�s role in our visual culture. This course aims to address the gap between seeing and ",essay writing Critical Thinking observation photography history Photo Essays Art History art analysis Creativity arts-and-humanities music-and-art
p_0211,Ebola: Essential Knowledge for Health Professionals,"March 2014 marked the starting point of the largest outbreak of Ebola virus disease in history. Although the disease seems to be on a decrease, we are not there yet and new outbreaks will surely emerge. New efforts to combat the outbreak are necessary. This is why we developed this online course abo",Epidemics vaccines vaccine differential diagnosis ebola virus disease ebola outbreak disease infection epidemic life-sciences patient-care
p_0212,Excel Skills for Business: Intermediate II,Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In this third course of our Excel specialization Excel Skills for Busine,modeling Microsoft Excel data validation index microsoft excel macro microsoft excel vba macro (computer science) Data Model solver lookup table business business-essentials
p_0213,"Understanding China, 1700-2000: A Data Analytic Approach, Part 1","The purpose of this course is to summarize new directions in Chinese history and social science produced by the creation and analysis of big historical datasets based on newly opened Chinese archival holdings, and to organize this knowledge in a framework that encourages learning about China in comp",Population Algebra iteration Studentized Residual Chi-Squared Distribution Average analysis analytics immutable object latex data-science data-analysis
p_0214,Statistical Data Visualization with Seaborn,"Welcome to this project-based course on Statistical Data Visualization with Seaborn. Producing visualizations is an important first step in exploring and analyzing real-world data sets. As such, visualization is an indispensable method in any data scientist's toolbox. It is also a powerful tool to i",Feature Selection Data Analysis analysis Data Visualization Kaggle visualization library General Statistics project project mine Exploratory Data Analysis data-science machine-learning
p_0215,Professional Responsibility and Ethics for Accountants,"Accountants perform a wide variety of activities which include, but are not limited to, accounting, auditing, tax, management consulting, and financial management.� However, a professional accountant�s responsibility is not exclusively to satisfy the needs of an employer or professional services cli",behavior corporate action committee ethics corporate directors reason proactivity corporate bond corporate governance hedonism business leadership-and-management
p_0216,Technical Writing,The course develops technical writing skills necessary to communicate information gained through a process of technical or experimental work. The course highlights the factors that determine the degree of technicality of the language and concepts involved. You will learn how to write different techn,Writing medical writing report writing recommender systems Communication Laboratory Research technical communication organizing (management) academic writing primary research language-learning learning-english
p_0217,Hosting a Static Website (HTML/CSS/Javascript) in AWS S3,"In this one hour project, you will learn how to use Amazon Web Services S3 storage service for hosting a static website (HTML/CSS/Javascript). Many companies and individuals today need a website and most of those don't require complex databases or backends. Amazon Web Services provides a Simple Stor",pageable memory web hosting service front and back ends entry point project mine download project upload Databases Risk information-technology cloud-computing
p_0218,Project Management: The Basics for Success,"This course combines the essential elements of Project Management and Team Leadership into one course. Through class engagement and reflection, you will acquire further understanding of the responsibilities of leadership and become better prepared to apply this knowledge to the project environment. ",Planning Risk team management Project Management Leadership and Management project planning project plan project leadership Communication business leadership-and-management
p_0219,API Design and Fundamentals of Google Cloud's Apigee API Platform,"This course, API Design and Fundamentals of Google Cloud's Apigee API Platform, is the first in a series of three courses in the Developing APIs for Google Cloud's Apigee API Platform specialization. This course introduces you to API design and the fundamentals of the Apigee platform. The second cou",Cloud API application programming interfaces Cloud Computing front and back ends representational state transfer Computer Programming openapi specification java annotation specification (technical standard) interfaces computer-science design-and-product
